Student_ID,Name,Class,Math,Science,English,History,Geography
S0843,Michael Lee,10,28.7,15.4,29.1,19.3,16.8
S0844,Sarah Johnson,9,66.3,53.7,68.0,49.8,57.5
S0845,Olivia Smith,9,96.0,71.4,83.4,79.2,71.0
S0846,Noah Clark,9,61.6,57.5,71.9,74.3,54.0
S0847,Ava Johnson,10,100.0,98.4,97.4,82.3,99.0
S0848,Emma Davis,9,71.2,82.3,63.1,62.8,51.1
S0849,Sarah Wilson,8,78.0,88.7,96.9,96.2,80.2
S0850,Michael Clark,9,66.0,50.6,75.3,58.0,67.3
S0851,Michael Wilson,8,74.6,81.2,70.8,83.2,71.8
S0852,Ava Wilson,9,75.0,70.2,61.6,79.6,82.9
S0853,Olivia Taylor,8,85.9,87.6,91.2,87.9,87.5
S0854,Olivia Clark,8,67.4,68.3,64.9,70.7,67.7
S0855,Emma Wilson,10,82.0,73.1,73.1,87.4,69.5
S0856,Michael Johnson,8,78.2,70.8,79.8,86.8,71.1
S0857,Olivia Davis,9,59.5,65.7,66.9,60.3,51.1
S0858,Ava Clark,10,66.5,67.5,82.5,67.6,70.5
S0859,Ava Johnson,10,100.0,93.6,85.7,93.8,93.7
S0860,Sarah Lee,9,67.3,85.3,63.1,68.9,58.9
S0861,John Davis,8,59.3,66.4,77.7,61.1,51.6
S0862,Ava Davis,10,83.0,86.3,73.3,83.5,76.5
S0863,David Taylor,10,85.0,71.7,78.4,84.5,95.4
S0864,Olivia Lee,9,71.8,66.5,58.9,61.6,72.2
S0865,Sarah Smith,8,34.5,19.8,27.4,29.5,37.8
S0866,Noah Clark,8,75.9,70.1,86.7,94.2,84.8
S0867,Ava Taylor,8,34.6,38.2,46.1,28.9,35.3
S0868,Noah Taylor,8,89.4,92.7,82.4,85.4,85.3
S0869,David Smith,10,62.7,72.7,72.3,76.2,59.8
S0870,John Wilson,8,79.3,67.2,85.9,83.3,90.6
S0871,Sarah Davis,8,51.1,65.7,54.1,62.5,51.5
S0872,Sarah Smith,10,40.3,31.0,43.8,41.9,60.5
S0873,Emma Clark,10,54.5,81.8,72.0,67.6,66.7
S0874,Olivia Johnson,8,61.7,73.0,78.4,50.6,80.6
S0875,Noah Davis,9,58.0,62.2,66.4,44.6,56.3
S0876,Olivia Clark,9,64.5,59.9,58.3,52.1,77.4
S0877,Ava Johnson,9,100.0,100.0,100.0,100.0,100.0
S0878,Ava Brown,10,82.7,75.0,85.9,67.9,70.6
S0879,Michael Lee,10,73.6,82.4,84.7,92.2,78.3
S0880,David Lee,10,65.9,76.9,88.0,79.1,70.6
S0881,Sarah Johnson,8,86.3,72.8,90.6,87.1,79.2
S0882,John Lee,8,68.5,71.3,64.0,55.6,67.7
S0883,David Clark,9,46.0,31.9,33.5,37.5,31.0
S0884,David Johnson,8,68.6,58.5,46.2,55.9,62.8
S0885,John Wilson,9,66.6,73.9,77.7,70.5,82.8
S0886,Michael Johnson,8,48.0,52.8,44.5,59.4,35.0
S0887,Michael Johnson,10,64.6,55.4,53.1,65.4,72.9
S0888,Noah Wilson,8,55.8,36.3,65.8,52.5,51.5
S0889,Michael Wilson,8,93.7,92.7,93.5,94.6,93.7
S0890,Michael Davis,8,70.1,81.5,77.2,77.5,82.4
S0891,John Brown,8,76.3,74.2,71.3,78.9,86.8
S0892,John Clark,9,78.7,66.2,77.7,68.8,74.5
S0893,Ava Wilson,9,71.4,65.5,72.7,81.4,47.8
S0894,Emma Smith,10,62.1,56.8,61.9,63.9,69.0
S0895,Sarah Taylor,8,43.7,38.2,46.4,58.9,48.0
S0896,David Clark,9,8.8,24.4,37.4,28.9,22.1
S0897,Michael Brown,9,62.8,74.6,52.3,74.3,69.0
S0898,Sarah Wilson,9,66.4,67.7,70.1,76.5,67.7
S0899,Olivia Wilson,10,76.6,81.2,81.3,93.9,74.0
S0900,Sarah Lee,8,91.9,100.0,89.5,83.8,95.9
S0901,John Johnson,9,90.1,93.3,86.5,99.1,86.0
S0902,Sarah Brown,10,31.4,52.1,50.5,64.2,46.2
S0903,Emma Smith,10,61.5,56.8,75.2,57.7,56.1
S0904,John Johnson,9,65.7,68.3,70.5,73.4,83.0
S0905,John Clark,9,100.0,88.4,100.0,100.0,100.0
S0906,Emma Davis,10,78.8,96.8,100.0,86.3,89.7
S0907,Ava Johnson,9,83.6,86.9,78.9,97.0,79.8
S0908,Olivia Smith,10,56.9,57.8,73.7,51.2,62.9
S0909,Emma Brown,8,53.7,50.2,51.3,43.7,62.1
S0910,Emma Brown,9,79.0,83.9,92.3,90.9,83.2
S0911,Michael Taylor,8,45.7,35.4,53.8,52.8,53.3
S0912,Michael Clark,8,49.3,56.9,64.0,78.5,66.4
S0913,Noah Clark,9,51.7,54.5,63.0,60.0,52.5
S0914,John Clark,8,86.2,100.0,85.9,91.9,83.9
S0915,David Clark,9,59.7,66.7,60.3,54.4,58.1
S0916,Michael Clark,9,21.5,8.8,33.6,27.5,20.6
S0917,David Smith,9,78.5,61.4,73.4,59.3,65.0
S0918,Sarah Wilson,10,52.0,53.2,51.7,59.7,39.2
S0919,Olivia Brown,10,58.4,62.3,64.1,68.7,55.3
S0920,Emma Lee,9,61.8,53.4,72.0,63.6,62.0
S0921,Sarah Smith,8,62.8,76.6,70.8,57.9,60.5
S0922,Noah Taylor,10,80.6,80.5,72.7,70.9,71.7
S0923,Ava Lee,8,55.9,44.7,35.5,46.7,41.5
S0924,Sarah Lee,9,51.8,51.6,60.2,47.8,53.7
S0925,David Wilson,9,75.8,82.1,88.6,80.4,85.1
S0926,John Brown,8,59.0,52.5,64.7,72.2,54.3
S0927,Sarah Wilson,9,39.5,37.4,29.6,51.5,45.2
S0928,John Taylor,8,72.1,81.0,74.0,64.1,77.7
S0929,Michael Lee,8,71.0,70.3,75.9,79.1,72.2
S0930,David Davis,9,60.6,77.5,62.5,68.1,64.0
S0931,Ava Brown,8,25.4,35.5,46.9,33.5,24.1
S0932,Noah Brown,10,62.9,86.9,65.3,65.5,75.8
S0933,Noah Johnson,8,32.5,30.2,25.9,41.9,32.9
S0934,John Taylor,9,62.0,63.0,63.7,70.3,73.4
S0935,John Taylor,10,55.9,41.9,53.5,66.5,40.5
S0936,John Wilson,8,51.7,48.8,51.8,44.8,47.0
S0937,David Clark,10,51.1,58.9,61.8,67.7,62.9
S0938,Sarah Smith,10,60.4,58.8,71.9,52.3,69.7
S0939,Emma Clark,10,40.2,47.0,41.0,46.9,49.0
S0940,Ava Smith,8,70.9,64.7,84.3,80.6,75.0
S0941,Sarah Brown,10,61.5,57.9,55.8,66.9,59.7
S0942,Emma Taylor,10,87.7,77.4,86.9,73.4,93.5
S0943,David Wilson,10,64.2,64.4,59.3,70.1,58.0
S0944,Ava Johnson,8,62.7,66.6,54.3,43.2,47.0
S0945,John Johnson,10,39.4,50.9,53.4,50.1,74.0
S0946,Emma Wilson,8,29.1,49.2,48.3,45.7,36.9
S0947,Olivia Davis,9,75.7,65.8,57.4,66.6,54.9
S0948,Emma Taylor,9,73.1,61.7,60.0,57.7,55.1
S0949,David Taylor,9,31.4,27.0,18.8,18.4,5.3
S0950,Ava Brown,9,56.5,43.2,60.9,51.6,58.8
S0951,David Lee,8,33.4,62.4,57.2,65.0,57.5
S0952,Ava Wilson,9,74.4,89.5,100.0,91.2,83.3
S0953,Michael Wilson,10,39.2,44.1,33.9,30.1,34.4
S0954,Michael Wilson,9,39.5,36.3,49.8,39.8,49.7
S0955,John Clark,8,74.3,81.8,94.0,70.4,69.2
S0956,John Clark,10,87.6,80.2,74.0,79.0,76.5
S0957,John Taylor,8,54.4,63.4,58.4,64.4,51.7
S0958,Michael Lee,9,62.8,57.8,63.0,54.1,49.3
S0959,Michael Johnson,9,76.4,78.2,73.2,90.4,72.9
S0960,Sarah Lee,9,38.0,39.0,18.5,27.4,18.1
S0961,Sarah Lee,10,35.7,44.9,43.2,35.3,37.3
S0962,Noah Johnson,9,60.0,67.0,51.3,66.0,59.7
S0963,Michael Wilson,10,98.7,78.8,88.8,68.8,94.6
S0964,Michael Wilson,8,50.6,52.9,58.1,60.1,60.0
S0965,Emma Clark,10,89.5,59.0,72.7,66.6,68.7
S0966,John Johnson,9,86.5,89.4,78.5,95.4,72.0
S0967,Noah Clark,8,100.0,100.0,93.6,100.0,100.0
S0968,Emma Wilson,8,60.4,45.0,57.0,47.1,53.5
S0969,Michael Lee,10,80.1,63.6,73.2,75.1,63.8
S0970,Olivia Wilson,9,100.0,82.6,100.0,92.5,100.0
S0971,Emma Brown,9,28.2,40.6,29.0,33.8,35.3
S0972,Noah Smith,8,93.1,68.6,84.4,83.4,92.7
S0973,Sarah Smith,9,46.4,53.3,40.4,47.5,60.7
S0974,Emma Clark,10,67.9,70.1,75.2,79.3,73.1
S0975,John Brown,8,51.3,76.8,54.0,64.2,53.7
S0976,Olivia Lee,9,54.3,56.9,44.7,51.7,32.6
S0977,John Johnson,9,44.5,46.3,45.0,56.9,58.3
S0978,Olivia Johnson,10,70.6,76.4,69.2,78.6,70.7
S0979,David Lee,8,79.1,70.1,83.9,87.6,75.4
S0980,Ava Wilson,9,78.7,55.6,67.2,74.7,72.7
S0981,Noah Clark,10,82.4,69.2,66.5,71.4,59.6
S0982,Emma Taylor,8,74.9,57.3,63.9,75.9,71.1
S0983,Noah Davis,10,50.4,49.6,55.7,59.8,54.1
S0984,Michael Johnson,10,74.2,69.1,76.8,76.5,68.3
S0985,Noah Wilson,10,87.4,79.3,87.8,78.8,77.6
S0986,Noah Clark,9,100.0,98.4,100.0,100.0,100.0
S0987,Ava Brown,10,56.0,62.8,46.6,72.4,61.1
S0988,David Smith,10,65.9,58.2,57.8,58.0,68.1
S0989,Olivia Brown,10,73.4,88.9,88.1,74.1,86.8
S0990,John Taylor,9,78.2,78.6,79.8,90.2,78.6
S0991,Ava Lee,9,44.2,50.7,55.2,63.2,38.1
S0992,John Taylor,9,64.6,57.0,52.0,61.5,50.1
S0993,Ava Taylor,8,89.6,63.3,88.1,71.5,80.2
S0994,Noah Wilson,10,57.9,55.4,43.9,54.8,39.8
S0995,Emma Clark,10,70.5,63.6,53.0,58.7,56.2
S0996,David Johnson,9,60.1,86.6,71.4,61.5,69.5
S0997,Michael Davis,8,83.2,76.4,66.5,82.4,93.1
S0998,Noah Smith,9,48.2,53.6,65.9,57.8,51.1
S0999,David Clark,9,34.1,31.3,40.9,32.9,30.8
S1000,Michael Brown,9,40.9,36.4,41.9,42.0,34.3
